"AAPL.Close","MSFT.Close","GOOG.Close","MCD.Close","GE.Close","GSPC.Close","VALE.Close","FB.Close","AMZN.Close","IBM.Close"
1,1,1,1,1,1,1,1,1,1
0.987377763915106,0.98660387448936,1.00058074868931,1.00565905440549,0.988753574086357,0.997914382387937,0.988832014890647,0.991785714285714,1.00454709497919,0.994499608011216
0.959874710156537,0.968138994636532,1.0203525867798,0.997003939291924,0.993439568638784,1.00276933225623,0.980456026058632,1.02714285714286,1.00715089197583,0.987980642078514
0.954228402806813,0.966328748503666,1.01590049936271,1.00876610046274,0.990159377325562,0.999637567194067,0.962308050255933,1.05071428571429,1.04333291782933,0.983651607324117
0.956796612297189,0.961259885544537,1.01389558420629,1.00909896773971,0.979381438777186,0.996396370508171,0.947882782689623,1.03785710714286,1.03524933764913,0.98227649150161
0.941842929749821,0.966690804971369,1.0205599480554,1.00765640231947,0.981724460420786,0.999042666294308,0.949744067007911,1.0925,1.035132750652,0.979475432254379
0.953518024474795,0.958001377335215,1.02520567110648,1.01420327294041,0.992033814134351,1.00663280774891,0.963704001861331,1.11785710714286,1.03120748537723,0.982327471892209
0.947671431158173,0.971397502845854,1.02314552585566,1.01786506820245,0.990159377325562,1.00658497880928,0.945556072591903,1.13285710714286,1.041312051932,0.990323356547287
0.913884556591553,0.973569805446423,1,1.01564576068645,0.989690743755979,1.00564817887575,0.943229409027455,1.10535717857143,1.05992776464131,0.981003254973162
0.885051881447537,0.985155612412903,1.00232290593611,1.01542386766232,0.993439568638784,1.00678322349362,0.942298743601675,1.075,1.056702017463,0.980392126904238
0.921789343531985,0.979000724873254,0.988855853192447,1.01087433385904,0.989690743755979,1.00698155160133,0.928338808748255,1.06607142857143,1.04515951611021,0.980850471682695
0.915578464096181,0.98660387448936,0.983505031857686,1.01819794657575,0.998125660660756,1.0126638697794,0.930665425779432,1.07642853571429,1.05118344837887,0.986248984377418
0.910697116797509,0.98660387448936,0.9740892333855,1.02374610440259,1.0328023030104,1.01611023870786,0.931596091205212,1.05928571428571,1.05755702116169,0.990425235841347
0.919385146943652,0.982983309812335,0.971821640813604,1.03140250672206,1.03139649977119,1.02060968401224,0.93624946486738,1.0975,1.05005636819445,0.998624884177493
