"","state","S1","S2","S3"
"378",1,0.999999099517985,6.51691874940462e-24,9.00482014805821e-07
"379",1,0.999999557402439,7.59950415316055e-24,4.42597560722903e-07
"380",1,0.999999940952339,8.78260033952084e-24,5.90476606769426e-08
"381",1,0.999999867551674,1.13871786299015e-24,1.32448325652827e-07
"382",1,0.999999600395181,4.91826559444448e-25,3.99604818632497e-07
"383",1,0.999999771549116,8.40420930061054e-25,2.28450883967945e-07
"384",1,0.999997641179459,4.35141610872398e-25,2.35882054057028e-06
"385",1,0.999998323504856,1.83161937837563e-24,1.67649514414576e-06
"386",1,0.999997250223501,7.79383437953897e-24,2.74977649860792e-06
"387",1,0.999999875533197,2.2890224901847e-23,1.24466802997655e-07
"388",1,0.999999434482584,1.44941394008637e-24,5.65517416058575e-07
"389",1,0.999999633641456,4.5561426812496e-23,3.66358543801258e-07
"390",1,0.99999834960627,2.98273691889344e-24,1.65039372979349e-06
"391",1,0.999972836224445,7.33186294553063e-24,2.71637755552118e-05
"392",1,0.99995433160464,7.0876412078448e-23,4.56683953601881e-05
"393",1,0.999996846046364,9.22237041067433e-23,3.15395363556072e-06
"394",1,0.999981495384335,1.19182681958109e-26,1.85046156651769e-05
"395",1,0.999995663545837,9.0622780195044e-26,4.33645416245909e-06
"396",1,0.99999326472411,2.00824763008392e-25,6.73527589005394e-06
"397",1,0.999998288242594,7.15491265577978e-24,1.71175740637309e-06
"398",1,0.999999869345833,2.38318261771968e-24,1.30654167341189e-07
"399",1,0.999999988295533,3.88322875197956e-25,1.1704467155334e-08
"400",1,0.999999999318848,4.95518607884855e-22,6.81152209212366e-10
"401",1,0.999999999813768,9.8280016363229e-26,1.86231918381301e-10
"402",1,0.999999999943979,3.13406596969069e-27,5.60210601962403e-11
"403",1,0.999999999881836,1.08599501183182e-30,1.18164378345902e-10
"404",1,0.999999999995774,1.07615228224553e-29,4.22568122763906e-12
"405",1,0.999999999997121,5.10012958100351e-29,2.87864112852626e-12
"406",1,0.999999999973687,3.20458738593192e-32,2.63133176492041e-11
"407",1,0.999999999995467,1.77650121591026e-26,4.53331019642324e-12
"408",1,0.999999999999996,4.12088654445034e-27,4.25189250775068e-15
"409",1,0.999999999999431,4.71491554401904e-33,5.68764929653484e-13
