"","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1",0.993838014955812,3.99035405912417e-24,0.00616198504418836,0.00439371869729846,0.991210123646274,0.00439615765642752,4.95952517781942e-18,0.0106309727655104,0.98936902723449
